component,percentage,edge_count,max_possible,component_nodes
213,50.0,1,2,"{2264, 2266}"
215,50.0,1,2,"{2210, 2259}"
217,50.0,1,2,"{2256, 2257}"
218,33.33333333333333,2,6,"{2146, 2227, 2255}"
220,50.0,1,2,"{2240, 2244}"
224,25.0,3,12,"{2234, 2235, 2236, 2237}"
225,50.0,1,2,"{2233, 1998}"
246,50.0,1,2,"{2186, 2188}"
248,50.0,1,2,"{2184, 2183}"
253,50.0,1,2,"{2075, 2175}"
258,33.33333333333333,2,6,"{2168, 1051, 1045}"
259,17.857142857142858,10,56,"{2147, 2154, 2157, 2158, 2159, 2162, 2166, 2167}"
263,50.0,1,2,"{2160, 2161}"
270,16.666666666666664,7,42,"{2133, 2134, 2137, 2138, 2139, 2141, 2142}"
277,50.0,1,2,"{2117, 2119}"
279,50.0,1,2,"{2115, 2116}"
281,50.0,1,2,"{2109, 2110}"
283,50.0,1,2,"{2024, 2105}"
287,50.0,1,2,"{2093, 2094}"
289,50.0,1,2,"{2081, 2084}"
301,50.0,1,2,"{2057, 1985}"
304,50.0,1,2,"{2025, 2053}"
308,50.0,1,2,"{2039, 2047}"
309,50.0,1,2,"{1914, 2045}"
316,33.33333333333333,2,6,"{2032, 2034, 2036}"
320,50.0,3,6,"{2013, 2028, 2029}"
321,50.0,1,2,"{2027, 2022}"
322,33.33333333333333,2,6,"{2019, 2020, 1782}"
326,20.0,6,30,"{7, 620, 1297, 26, 27, 2014}"
327,50.0,1,2,"{2011, 2012}"
331,50.0,1,2,"{2005, 2007}"
333,50.0,1,2,"{2001, 2002}"
337,33.33333333333333,2,6,"{1924, 1989, 1919}"
339,50.0,1,2,"{1984, 1495}"
343,50.0,1,2,"{1973, 1974}"
346,50.0,1,2,"{1969, 1970}"
358,50.0,1,2,"{1952, 1427}"
359,50.0,1,2,"{1944, 1950}"
360,50.0,1,2,"{1941, 1942}"
364,50.0,1,2,"{1932, 1935}"
368,50.0,1,2,"{1928, 1927}"
371,50.0,1,2,"{1921, 1922}"
376,12.5,9,72,"{1760, 1768, 1752, 1784, 1905, 1909, 1912, 1753, 1755}"
379,33.33333333333333,4,12,"{1866, 1908, 1876, 1903}"
381,50.0,1,2,"{1668, 1902}"
386,50.0,1,2,"{1896, 1894}"
388,50.0,1,2,"{1890, 1850}"
389,50.0,1,2,"{1857, 1889}"
390,50.0,1,2,"{1884, 1885}"
397,25.0,3,12,"{1872, 1873, 1864, 1820}"
398,50.0,1,2,"{1870, 1871}"
421,33.33333333333333,4,12,"{752, 1825, 1819, 1821}"
425,50.0,1,2,"{1817, 1809}"
432,50.0,1,2,"{1803, 1567}"
433,50.0,1,2,"{1802, 1798}"
439,50.0,1,2,"{1793, 1794}"
453,50.0,1,2,"{1754, 1749}"
460,50.0,3,6,"{1736, 1737, 1738}"
465,50.0,1,2,"{1729, 1723}"
469,50.0,1,2,"{1700, 1718}"
470,50.0,1,2,"{1708, 1717}"
477,16.666666666666664,5,30,"{1536, 1698, 1610, 1612, 1624, 1625}"
479,25.0,3,12,"{1696, 1690, 1688, 1686}"
481,50.0,1,2,"{1649, 1685}"
486,50.0,1,2,"{1535, 1679}"
492,50.0,1,2,"{1664, 1665}"
499,33.33333333333333,4,12,"{567, 559, 989, 1655}"
504,50.0,1,2,"{1644, 1646}"
508,50.0,1,2,"{1635, 1629}"
539,50.0,1,2,"{1585, 1569}"
554,50.0,1,2,"{1570, 1546}"
561,5.833333333333333,35,600,"{259, 260, 262, 265, 270, 151, 1561, 409, 157, 159, 288, 164, 297, 171, 436, 439, 442, 455, 201, 336, 214, 616, 360, 252, 253}"
567,50.0,3,6,"{1547, 1553, 1555}"
573,50.0,1,2,"{1545, 1548}"
577,50.0,1,2,"{1538, 1541}"
597,50.0,1,2,"{1513, 1508}"
610,25.0,3,12,"{1476, 1491, 1492, 1493}"
611,50.0,1,2,"{1489, 1490}"
614,25.0,3,12,"{1477, 924, 1485, 925}"
615,50.0,1,2,"{1449, 1482}"
622,50.0,1,2,"{1465, 1470}"
635,50.0,1,2,"{1440, 1438}"
639,33.33333333333333,2,6,"{1433, 1435, 1429}"
644,50.0,1,2,"{1425, 1421}"
647,33.33333333333333,2,6,"{1417, 1413, 1415}"
649,50.0,1,2,"{1405, 1414}"
651,25.0,3,12,"{1408, 1409, 1410, 1407}"
664,50.0,1,2,"{1352, 1387}"
678,50.0,1,2,"{1369, 1311}"
688,50.0,1,2,"{1354, 1355}"
698,50.0,1,2,"{1340, 1341}"
700,50.0,1,2,"{1334, 1294}"
712,33.33333333333333,2,6,"{869, 1317, 1318}"
717,50.0,1,2,"{1307, 1309}"
730,33.33333333333333,2,6,"{1280, 1281, 1278}"
743,50.0,1,2,"{1249, 1241}"
753,50.0,1,2,"{1233, 1234}"
756,50.0,1,2,"{1228, 759}"
758,50.0,1,2,"{1226, 1195}"
760,33.33333333333333,4,12,"{1224, 1163, 1220, 1206}"
763,50.0,1,2,"{1219, 1221}"
769,50.0,1,2,"{1210, 1207}"
771,16.666666666666664,5,30,"{1185, 1191, 1192, 1196, 1202, 1208}"
773,33.33333333333333,2,6,"{1201, 1203, 1092}"
784,50.0,1,2,"{1179, 1071}"
788,50.0,3,6,"{1170, 923, 917}"
807,50.0,3,6,"{1137, 1124, 1125}"
809,50.0,1,2,"{1093, 1135}"
811,50.0,1,2,"{1131, 1126}"
812,16.666666666666664,7,42,"{866, 931, 614, 617, 1130, 877, 884}"
824,33.33333333333333,2,6,"{1107, 1109, 1110}"
838,50.0,1,2,"{585, 1079}"
850,33.33333333333333,2,6,"{1065, 1043, 1030}"
854,50.0,1,2,"{1060, 1061}"
876,33.33333333333333,2,6,"{1024, 765, 631}"
891,50.0,1,2,"{698, 999}"
896,33.33333333333333,2,6,"{984, 987, 988}"
900,33.33333333333333,2,6,"{721, 753, 981}"
904,50.0,1,2,"{971, 974}"
918,50.0,1,2,"{955, 949}"
926,50.0,1,2,"{938, 943}"
927,33.33333333333333,2,6,"{940, 941, 942}"
930,50.0,1,2,"{915, 933}"
967,25.0,3,12,"{123, 859, 125, 862}"
973,50.0,1,2,"{851, 823}"
976,50.0,1,2,"{845, 846}"
981,50.0,1,2,"{840, 839}"
1024,50.0,1,2,"{768, 772}"
1026,30.0,6,20,"{769, 770, 737, 539, 767}"
1042,50.0,1,2,"{740, 741}"
1050,33.33333333333333,4,12,"{720, 713, 718, 719}"
1056,50.0,1,2,"{710, 711}"
1062,33.33333333333333,2,6,"{553, 700, 484}"
1070,50.0,1,2,"{640, 687}"
1073,50.0,1,2,"{682, 603}"
1076,25.0,3,12,"{676, 677, 86, 68}"
1077,50.0,1,2,"{675, 342}"
1082,50.0,1,2,"{668, 637}"
1087,50.0,1,2,"{660, 661}"
1089,50.0,1,2,"{624, 658}"
1094,50.0,1,2,"{652, 653}"
1102,50.0,1,2,"{632, 643}"
1106,50.0,1,2,"{634, 636}"
1110,50.0,1,2,"{627, 599}"
1113,50.0,1,2,"{622, 623}"
1118,50.0,1,2,"{611, 612}"
1146,50.0,1,2,"{576, 560}"
1171,50.0,1,2,"{275, 542}"
1179,50.0,1,2,"{531, 532}"
1188,50.0,1,2,"{512, 382}"
1199,50.0,1,2,"{454, 494}"
1236,50.0,1,2,"{451, 452}"
1241,25.0,3,12,"{443, 444, 445, 446}"
1246,50.0,1,2,"{435, 428}"
1249,33.33333333333333,2,6,"{424, 398, 431}"
1254,25.0,3,12,"{416, 425, 417, 420}"
1285,50.0,1,2,"{385, 380}"
1286,50.0,1,2,"{384, 375}"
1288,50.0,1,2,"{376, 381}"
1289,50.0,1,2,"{379, 367}"
1290,33.33333333333333,2,6,"{377, 282, 299}"
1306,50.0,1,2,"{354, 351}"
1309,50.0,1,2,"{323, 350}"
1322,50.0,1,2,"{330, 333}"
1336,50.0,1,2,"{317, 191}"
1338,50.0,1,2,"{313, 315}"
1341,50.0,1,2,"{308, 311}"
1345,50.0,1,2,"{306, 286}"
1362,50.0,1,2,"{284, 78}"
1371,50.0,1,2,"{273, 29}"
1374,50.0,1,2,"{236, 269}"
1382,50.0,1,2,"{251, 255}"
1407,50.0,1,2,"{221, 222}"
1409,25.0,3,12,"{217, 218, 219, 206}"
1414,33.33333333333333,2,6,"{209, 210, 211}"
1423,33.33333333333333,2,6,"{194, 156, 154}"
1424,25.0,3,12,"{178, 193, 186, 183}"
1427,35.0,7,20,"{162, 163, 181, 185, 189}"
1434,50.0,1,2,"{177, 174}"
1471,33.33333333333333,2,6,"{128, 124, 109}"
1477,50.0,1,2,"{116, 119}"
1482,33.33333333333333,2,6,"{112, 113, 91}"
1485,23.333333333333332,7,30,"{96, 99, 105, 106, 107, 87}"
1486,50.0,1,2,"{104, 98}"
1487,33.33333333333333,2,6,"{101, 102, 103}"
1490,50.0,1,2,"{89, 94}"
1495,50.0,1,2,"{80, 85}"
1505,50.0,1,2,"{72, 73}"
1512,33.33333333333333,2,6,"{52, 62, 63}"
1514,50.0,1,2,"{58, 59}"
1520,50.0,1,2,"{51, 47}"
1524,50.0,1,2,"{44, 45}"
1526,50.0,1,2,"{40, 42}"
1539,50.0,1,2,"{24, 23}"
1543,50.0,1,2,"{17, 18}"
